category,state,closed_at,opened_at,closed_by,number,sys_updated_by,location,assigned_to,caller_id,sys_updated_on,short_description,assignment_group,priority,reassignment_count,predicted_by_model
Hardware,Resolved,2024-01-21 13:40:00,2024-01-20 13:40:00,Luke Wilson,INC000000983,system,Australia,Luke Wilson,Don Goodliffe,2024-01-21 13:40:00,Printer542 is jammed in Australia location,Hardware,2 - High,1,FALSE
Hardware,Resolved,2024-01-22 6:01:00,2024-01-21 6:01:00,Luke Wilson,INC000000984,system,Australia,Beth Anglin,ITIL User,2024-01-22 6:01:00,Printer546 is not working properly in Australia location,Hardware,1 - Critical,1,FALSE
Hardware,Resolved,2024-02-01 6:07:11,2024-01-21 9:04:00,Howard Johnson,INC000000985,system,Australia,Luke Wilson,Don Goodliffe,2024-02-01 6:07:11,Printer546 is not working properly,Hardware,3 - Moderate,1,FALSE
Software,Closed,2024-01-27 16:50:44,2024-01-21 19:11:00,Luke Wilson,INC000000986,employee,Australia,Beth Anglin,David Loo,2024-01-27 16:50:44,Application update failure,Software,2 - High,1,FALSE
Hardware,Closed,2024-01-24 0:12:58,2024-01-22 14:06:00,Fred Luddy,INC000000987,employee,Australia,Luke Wilson,Don Goodliffe,2024-01-24 0:12:58,Printer436 is broken,Hardware,2 - High,1,FALSE
Hardware,Resolved,2024-01-29 3:16:08,2024-01-23 3:20:00,Beth Anglin,INC000000988,system,Australia,Howard Johnson,Bud Richman,2024-01-29 3:16:08,Printer546 issue in Australia,Hardware,2 - High,1,FALSE
Hardware,Resolved,2024-01-25 11:01:01,2024-01-24 6:55:00,Charlie Whitherspoon,INC000000989,admin,Australia,Charlie Whitherspoon,Don Goodliffe,2024-01-25 11:01:01,Printer627 is not responding,Hardware,1 - Critical,4,FALSE
Inquiry / Help,Resolved,2024-02-09 4:30:30,2024-01-24 16:35:00,Luke Wilson,INC000000990,admin,India,Luke Wilson,David Loo,2024-02-09 4:30:30,Need help with inquiry,Service Desk,3 - Moderate,5,FALSE
Software,Closed,2024-02-01 2:14:30,2024-01-25 11:19:00,Beth Anglin,INC000000991,system,UK,Howard Johnson,Don Goodliffe,2024-02-01 2:14:30,Application error on Accounting software,Software,2 - High,6,FALSE
Inquiry / Help,Resolved,2024-01-31 2:23:56,2024-01-25 18:57:00,Beth Anglin,INC000000992,admin,Australia,Charlie Whitherspoon,David Loo,2024-01-31 2:23:56,Printer546 issue in Sydney office.,Hardware,2 - High,1,FALSE
Network,Closed,2024-02-01 12:40:26,2024-01-26 8:59:00,Fred Luddy,INC000000993,admin,UK,Charlie Whitherspoon,ITIL User,2024-02-01 12:40:26,Unable to connect to the Wi-Fi,Network,2 - High,1,FALSE
Hardware,Resolved,2024-02-08 6:58:36,2024-01-27 11:50:00,Luke Wilson,INC000000994,system,Australia,Howard Johnson,Bud Richman,2024-02-08 6:58:36,Printer489 is not functioning properly,Hardware,2 - High,1,FALSE
Network,Closed,2024-02-07 21:56:59,2024-01-28 15:54:00,Beth Anglin,INC000000995,employee,India,Fred Luddy,David Loo,2024-02-07 21:56:59,Unable to connect to the internet,Network,2 - High,1,FALSE
Hardware,Resolved,2024-02-03 17:41:53,2024-01-29 10:48:00,Luke Wilson,INC000000996,admin,Australia,Beth Anglin,David Loo,2024-02-03 17:41:53,Printer546 has a paper jam,Hardware,2 - High,7,FALSE
Database,Resolved,2023-11-12 8:10:38,2023-10-31 23:16:00,Luke Wilson,INC000000897,system,United States,Beth Anglin,Don Goodliffe,2023-11-12 8:10:38,SQL Error on Server DB4,Database,2 - High,0,TRUE
Hardware,Resolved,2023-11-03 11:52:00,2023-11-02 11:52:00,Howard Johnson,INC000000898,employee,Australia,Beth Anglin,David Loo,2023-11-03 11:52:00,Printer546 is not working,Hardware,1 - Critical,0,TRUE
Inquiry / Help,Resolved,2023-11-22 14:54:18,2023-11-02 12:42:00,Luke Wilson,INC000000899,system,UK,Charlie Whitherspoon,Don Goodliffe,2023-11-22 14:54:18,Need assistance with account settings,Service Desk,3 - Moderate,0,TRUE
Hardware,Closed,2023-09-16 19:15:00,2023-07-18 9:39:00,Beth Anglin,INC000001000,employee,Australia,Luke Wilson,David Loo,2023-09-16 19:15:00,Email system is down for multiple users,Service Desk,1 - Critical,1,FALSE
Hardware,Resolved,2023-09-17 5:40:00,2023-07-18 20:04:00,Luke Wilson,INC000001001,admin,Australia,Charlie Whitherspoon,Bud Richman,2023-09-17 5:40:00,Email server outage reported,Network,1 - Critical,2,FALSE
Hardware,Closed,2023-09-18 2:36:00,2023-07-19 9:48:00,Howard Johnson,INC000001002,system,Canada,Charlie Whitherspoon,Don Goodliffe,2023-09-18 2:36:00,Email system outage reported,Service Desk,1 - Critical,3,FALSE
Hardware,Resolved,2023-09-19 1:34:00,2023-07-20 1:34:00,Luke Wilson,INC000001003,employee,Australia,Fred Luddy,Don Goodliffe,2023-09-19 1:34:00,Email system downtime reported,Service Desk,1 - Critical,4,FALSE
Database,Resolved,2023-07-23 9:24:54,2023-07-20 3:07:00,Fred Luddy,INC000001004,system,UK,Luke Wilson,David Loo,2023-07-23 9:24:54,Email server outage impacting all users,Network,1 - Critical,5,FALSE
Database,Closed,2023-07-30 14:02:03,2023-07-20 4:09:00,Luke Wilson,INC000001005,system,Canada,Beth Anglin,Bud Richman,2023-07-30 14:02:03,Email service disruption,Service Desk,2 - High,6,FALSE
Hardware,Resolved,2023-09-19 7:17:00,2023-07-20 7:17:00,Charlie Whitherspoon,INC000001006,admin,Australia,Luke Wilson,Bud Richman,2023-09-19 7:17:00,User unable to access email,Service Desk,2 - High,7,FALSE
Hardware,Resolved,2023-11-19 8:35:27,2023-11-03 9:56:00,Fred Luddy,INC000000900,system,Australia,Beth Anglin,ITIL User,2023-11-19 8:35:27,Printer542 in Australia is malfunctioning,Hardware,2 - High,0,TRUE
Hardware,Resolved,2023-11-07 4:08:47,2023-11-03 13:49:00,Charlie Whitherspoon,INC000000901,system,Australia,Fred Luddy,Don Goodliffe,2023-11-07 4:08:47,Printer issue with Printer546 in Australia,Hardware,1 - Critical,0,TRUE
Inquiry / Help,Resolved,2023-11-07 4:08:47,2023-11-03 13:49:00,Luke Wilson,INC0000059,admin,,Howard Johnson,Rick Berzle,2023-11-20 14:15:29,Unable to access team file share,Service Desk,3 - Moderate,0,TRUE
Hardware,Resolved,2023-11-06 18:24:10,2023-11-04 10:59:00,Charlie Whitherspoon,INC000000902,employee,Australia,Beth Anglin,Don Goodliffe,2023-11-06 18:24:10,Printer546 is not responding,Hardware,2 - High,0,TRUE
Hardware,Resolved,2023-09-20 21:33:00,2023-07-21 14:21:00,Charlie Whitherspoon,INC000001011,employee,Australia,Luke Wilson,David Loo,2023-09-20 21:33:00,Email system down for multiple users,Service Desk,1 - Critical,1,FALSE
Hardware,Resolved,2023-09-21 22:04:00,2023-07-22 7:40:00,Howard Johnson,INC000001012,system,India,Beth Anglin,David Loo,2023-09-21 22:04:00,Email system down for multiple users,Service Desk,1 - Critical,1,FALSE
Hardware,Closed,2023-09-21 22:11:00,2023-07-22 7:47:00,Charlie Whitherspoon,INC000001013,system,Australia,Charlie Whitherspoon,Don Goodliffe,2023-09-21 22:11:00,Email system downtime affecting entire department,Service Desk,1 - Critical,1,FALSE
Hardware,Closed,2023-09-22 11:38:00,2023-07-22 21:14:00,Charlie Whitherspoon,INC000001014,system,Australia,Charlie Whitherspoon,Bud Richman,2023-09-22 11:38:00,Email server outage,Network,1 - Critical,1,FALSE
Inquiry / Help,Closed,2023-11-06 18:24:10,2023-11-04 10:59:00,Fred Luddy,INC0009003,admin,,Fred Luddy,David Miller,2023-11-15 23:12:54,Cannot sign into the company portal app,Network,3 - Moderate,0,TRUE
Hardware,Resolved,2023-11-20 14:15:29,2023-11-05 6:44:00,Charlie Whitherspoon,INC000000903,employee,India,Howard Johnson,ITIL User,2023-11-20 14:15:29,Server crash in Bangalore,Hardware,1 - Critical,0,TRUE
Software,Closed,2023-11-20 14:15:29,2023-11-05 6:44:00,Fred Luddy,INC0010005,admin,,Howard Johnson,Abel Tuter,2023-11-08 6:15:26,Unable to access the wiki,Service Desk,1 - Critical,0,TRUE
Inquiry / Help,Resolved,2023-11-15 23:12:54,2023-11-05 11:29:00,Fred Luddy,INC0008001,admin,,Fred Luddy,survey user,2023-11-12 8:41:55,Cannot sign into the company portal app,Service Desk,5 - Planning,0,TRUE
Hardware,Closed,2023-11-24 6:22:47,2023-11-08 19:58:00,Beth Anglin,INC000000911,employee,United States,Luke Wilson,Don Goodliffe,2023-11-24 6:22:47,Faulty motherboard on desktop PC,Hardware,2 - High,0,TRUE
Hardware,Resolved,2023-11-14 12:04:58,2023-11-09 0:45:00,Howard Johnson,INC000000912,employee,Australia,Howard Johnson,ITIL User,2023-11-14 12:04:58,Printer320 is not working,Hardware,2 - High,0,TRUE
Hardware,Closed,2023-11-19 6:43:16,2023-11-09 12:54:00,Fred Luddy,INC000000913,system,Australia,Charlie Whitherspoon,Bud Richman,2023-11-19 6:43:16,Printer456 in Australia is not printing,Hardware,2 - High,0,TRUE
Hardware,Closed,2023-09-23 21:18:00,2023-07-23 23:42:00,Beth Anglin,INC000001022,employee,Australia,Luke Wilson,Bud Richman,2023-09-23 21:18:00,Email system down for multiple users,Service Desk,1 - Critical,1,FALSE
Hardware,Closed,2023-09-24 8:50:00,2023-07-24 4:02:00,Luke Wilson,INC000001023,admin,Canada,Howard Johnson,ITIL User,2023-09-24 8:50:00,Email system is down for multiple users,Service Desk,1 - Critical,1,FALSE
Hardware,Closed,2023-09-25 4:27:00,2023-07-24 23:39:00,Howard Johnson,INC000001024,admin,Australia,Howard Johnson,David Loo,2023-09-25 4:27:00,Email system downtime reported,Service Desk,1 - Critical,2,FALSE
Hardware,Closed,2023-09-25 4:36:00,2023-07-24 23:48:00,Fred Luddy,INC000001025,system,India,Fred Luddy,Don Goodliffe,2023-09-25 4:36:00,Email system outage reported by several users,Service Desk,2 - High,3,FALSE
Hardware,Closed,2023-09-25 13:12:00,2023-07-25 1:12:00,Fred Luddy,INC000001026,admin,United States,Beth Anglin,Don Goodliffe,2023-09-25 13:12:00,Email system outage affecting all users,Service Desk,1 - Critical,3,FALSE
Hardware,Resolved,2023-09-25 21:56:00,2023-07-25 9:56:00,Charlie Whitherspoon,INC000001027,employee,Australia,Fred Luddy,Don Goodliffe,2023-09-25 21:56:00,Email system is down for multiple users,Service Desk,1 - Critical,3,FALSE
Software,Closed,2023-08-04 13:13:53,2023-07-25 18:57:00,Charlie Whitherspoon,INC000001028,admin,UK,Howard Johnson,David Loo,2023-08-04 13:13:53,Email system down for multiple users,Service Desk,1 - Critical,3,FALSE
Hardware,Resolved,2023-09-26 8:24:00,2023-07-25 20:24:00,Fred Luddy,INC000001029,admin,Australia,Beth Anglin,David Loo,2023-09-26 8:24:00,Email system outage reported by multiple users,Service Desk,1 - Critical,3,FALSE
Hardware,Resolved,2023-09-26 20:03:00,2023-07-26 0:51:00,Fred Luddy,INC000001030,system,Australia,Luke Wilson,Don Goodliffe,2023-09-26 20:03:00,Email system outage reported by multiple users,Service Desk,1 - Critical,3,FALSE
Hardware,Closed,2023-09-26 21:05:00,2023-07-26 1:53:00,Howard Johnson,INC000001031,system,United States,Fred Luddy,Don Goodliffe,2023-09-26 21:05:00,Email system outage impacting multiple users,Service Desk,1 - Critical,3,FALSE
Hardware,Closed,2023-09-27 10:16:00,2023-07-26 15:04:00,Charlie Whitherspoon,INC000001032,employee,UK,Charlie Whitherspoon,David Loo,2023-09-27 10:16:00,Email system downtime affecting all users,Service Desk,1 - Critical,3,FALSE
Hardware,Resolved,2023-09-27 12:52:00,2023-07-26 17:40:00,Howard Johnson,INC000001033,admin,Australia,Beth Anglin,ITIL User,2023-09-27 12:52:00,Email system outage affecting entire floor,Service Desk,1 - Critical,4,FALSE
Hardware,Closed,2023-09-27 15:04:00,2023-07-26 19:52:00,Fred Luddy,INC000001034,employee,Australia,Charlie Whitherspoon,ITIL User,2023-09-27 15:04:00,Email server downtime reported by multiple users,Network,2 - High,5,FALSE
Software,Resolved,2023-08-10 10:07:48,2023-07-27 9:41:00,Charlie Whitherspoon,INC000001035,system,Australia,Charlie Whitherspoon,David Loo,2023-08-10 10:07:48,Email system down for multiple users,Service Desk,1 - Critical,5,FALSE
Hardware,Closed,2023-09-28 15:33:00,2023-07-27 13:09:00,Fred Luddy,INC000001036,employee,Australia,Fred Luddy,ITIL User,2023-09-28 15:33:00,Email system not responding,Service Desk,1 - Critical,6,FALSE
Network,Resolved,2023-08-06 3:49:34,2023-07-27 23:21:00,Howard Johnson,INC000001037,admin,India,Luke Wilson,David Loo,2023-08-06 3:49:34,Email server down since morning,Network,1 - Critical,7,FALSE
Inquiry / Help,Closed,2023-08-11 12:25:18,2023-07-28 1:10:00,Beth Anglin,INC000001038,admin,Canada,Howard Johnson,David Loo,2023-08-11 12:25:18,Email system outage reported by user operations,Service Desk,1 - Critical,7,FALSE
Hardware,Resolved,2023-09-29 20:35:00,2023-07-28 10:59:00,Beth Anglin,INC000001039,employee,Australia,Luke Wilson,David Loo,2023-09-29 20:35:00,Email system down for several users,Service Desk,1 - Critical,7,FALSE
Hardware,Resolved,2023-09-30 4:08:00,2023-07-28 18:32:00,Howard Johnson,INC000001040,employee,Australia,Howard Johnson,ITIL User,2023-09-30 4:08:00,Email system downtime reported by multiple users,Service Desk,2 - High,7,FALSE
Hardware,Closed,2023-10-01 9:24:00,2023-07-29 16:36:00,Fred Luddy,INC000001041,system,Australia,Beth Anglin,Bud Richman,2023-10-01 9:24:00,Email server down,Network,1 - Critical,7,FALSE
Hardware,Resolved,2023-10-02 1:41:00,2023-07-30 1:41:00,Howard Johnson,INC000001042,system,Australia,Luke Wilson,ITIL User,2023-10-02 1:41:00,Email service disruption,Service Desk,2 - High,7,FALSE
Hardware,Closed,2023-10-02 11:58:00,2023-07-30 11:58:00,Fred Luddy,INC000001043,system,Australia,Beth Anglin,Don Goodliffe,2023-10-02 11:58:00,Email system down for multiple users,Service Desk,1 - Critical,7,FALSE
Hardware,Closed,2023-10-02 21:01:00,2023-07-30 21:01:00,Fred Luddy,INC000001044,admin,United States,Luke Wilson,Bud Richman,2023-10-02 21:01:00,Email system down,Network,1 - Critical,7,FALSE
Hardware,Closed,2023-10-03 16:09:00,2023-07-31 8:57:00,Howard Johnson,INC000001045,system,Australia,Beth Anglin,Don Goodliffe,2023-10-03 16:09:00,Email server downtime impacting productivity,Service Desk,2 - High,7,FALSE
Hardware,Closed,2023-10-04 5:28:00,2023-07-31 22:16:00,Beth Anglin,INC000001046,admin,Australia,Fred Luddy,Don Goodliffe,2023-10-04 5:28:00,Email system lagging during peak hours,Service Desk,2 - High,7,FALSE
Hardware,Closed,2023-10-04 5:38:00,2023-07-31 22:26:00,Luke Wilson,INC000001047,employee,Australia,Charlie Whitherspoon,ITIL User,2023-10-04 5:38:00,Email system not responding,Service Desk,1 - Critical,7,FALSE
Hardware,Resolved,2023-10-04 18:50:00,2023-08-01 4:26:00,Fred Luddy,INC000001048,employee,Australia,Luke Wilson,Don Goodliffe,2023-10-04 18:50:00,Email service disruption affecting entire department,Service Desk,1 - Critical,2,FALSE
Hardware,Resolved,2023-10-05 11:27:00,2023-08-01 21:03:00,Fred Luddy,INC000001049,system,Australia,Luke Wilson,Bud Richman,2023-10-05 11:27:00,Email system down for multiple users,Service Desk,1 - Critical,3,FALSE
Inquiry / Help,Resolved,2023-08-07 14:27:01,2023-08-02 14:37:00,Howard Johnson,INC000001050,system,India,Fred Luddy,David Loo,2023-08-07 14:27:01,Email system downtime reported,Service Desk,2 - High,4,FALSE
Hardware,Closed,2023-10-07 9:38:00,2023-08-03 4:50:00,Beth Anglin,INC000001051,admin,Australia,Beth Anglin,Bud Richman,2023-10-07 9:38:00,Email system response delay impacting workflow,Service Desk,2 - High,5,FALSE
Hardware,Resolved,2023-10-07 12:47:00,2023-08-03 7:59:00,Charlie Whitherspoon,INC000001052,employee,Australia,Charlie Whitherspoon,ITIL User,2023-10-07 12:47:00,Email system outage reported by multiple users,Service Desk,1 - Critical,6,FALSE
Inquiry / Help,Closed,2023-08-04 8:24:00,2023-08-03 8:24:00,Fred Luddy,INC000001053,employee,UK,Fred Luddy,David Loo,2023-08-04 8:24:00,Email system outage affecting entire office,Service Desk,1 - Critical,7,FALSE
Hardware,Closed,2023-11-20 13:58:24,2023-11-10 16:18:00,Fred Luddy,INC000000914,employee,Australia,Fred Luddy,Bud Richman,2023-11-20 13:58:24,Printer789 is not functioning properly,Hardware,1 - Critical,0,TRUE
Hardware,Closed,2023-11-25 13:45:39,2023-11-11 21:57:00,Charlie Whitherspoon,INC000000915,admin,India,Howard Johnson,Don Goodliffe,2023-11-25 13:45:39,Problem with desktop system - overloaded memory,Hardware,2 - High,0,TRUE
Inquiry / Help,Closed,2023-11-15 18:59:00,2023-11-14 18:59:00,Luke Wilson,INC0010001,admin,,Howard Johnson,Andrew Chen,2023-11-23 15:56:17,Router upgrade issues,Service Desk,5 - Planning,0,TRUE
Hardware,Resolved,2023-11-29 21:52:24,2023-11-22 8:43:00,Beth Anglin,INC000000927,admin,Australia,Luke Wilson,ITIL User,2023-11-29 21:52:24,Printer786 is not responding,Hardware,1 - Critical,0,TRUE
Network,Resolved,2023-12-05 2:10:03,2023-12-01 4:34:00,Charlie Whitherspoon,INC000000936,system,Canada,Luke Wilson,Bud Richman,2023-12-05 2:10:03,Router not working properly,Network,2 - High,0,TRUE
Network,Resolved,2023-12-14 6:24:14,2023-12-05 15:02:00,Fred Luddy,INC000000943,admin,UK,Beth Anglin,ITIL User,2023-12-14 6:24:14,Unable to connect to VPN Server,Network,2 - High,0,TRUE
Software,Resolved,2023-12-14 13:02:12,2023-12-12 8:51:00,Howard Johnson,INC000000951,system,UK,Beth Anglin,ITIL User,2023-12-14 13:02:12,Unable to install updates,Software,2 - High,0,TRUE
Hardware,Resolved,2023-12-17 23:44:55,2023-12-12 15:28:00,Beth Anglin,INC000000952,employee,Australia,Fred Luddy,ITIL User,2023-12-17 23:44:55,Printer error with Printer546 in Australia,Hardware,2 - High,0,TRUE
Hardware,Resolved,2023-12-15 3:54:00,2023-12-14 3:54:00,Beth Anglin,INC000000953,admin,Australia,Fred Luddy,David Loo,2023-12-15 3:54:00,Printer356 is not functioning properly,Hardware,1 - Critical,0,TRUE
Network,Closed,2023-12-22 14:45:04,2023-12-17 8:06:00,Fred Luddy,INC000000954,system,India,Howard Johnson,Bud Richman,2023-12-22 14:45:04,Network connectivity issue in India,Network,2 - High,0,TRUE
Database,Closed,2024-01-04 0:08:19,2023-12-18 4:38:00,Fred Luddy,INC000000955,system,Australia,Fred Luddy,Bud Richman,2024-01-04 0:08:19,Database error in patient records system,Database,2 - High,0,TRUE
Inquiry / Help,Closed,2024-01-10 15:38:49,2024-01-05 3:27:00,Charlie Whitherspoon,INC0000506,system,,ITIL User,Brendan Qin,2024-01-14 0:18:47,SAP HR app is working intermittently,Service Desk,1 - Critical,0,TRUE
Hardware,Closed,2024-01-20 12:12:41,2024-01-07 21:25:00,Charlie Whitherspoon,INC000000972,employee,Canada,Charlie Whitherspoon,David Loo,2024-01-20 12:12:41,Desktop PC not starting up,Hardware,3 - Moderate,0,TRUE
Inquiry / Help,Closed,2023-08-14 17:19:43,2023-08-08 13:00:00,Charlie Whitherspoon,INC000001067,system,UK,Fred Luddy,ITIL User,2023-08-14 17:19:43,Email system outage reported by multiple users,Service Desk,1 - Critical,1,FALSE
Hardware,Closed,2023-10-14 9:33:00,2023-08-08 16:45:00,Fred Luddy,INC000001068,admin,Australia,Beth Anglin,Don Goodliffe,2023-10-14 9:33:00,Email system down for multiple users,Service Desk,1 - Critical,1,FALSE
Hardware,Closed,2023-10-14 15:14:00,2023-08-08 22:26:00,Fred Luddy,INC000001069,admin,India,Howard Johnson,David Loo,2023-10-14 15:14:00,Email system downtime affecting entire office,Service Desk,1 - Critical,2,FALSE
Hardware,Resolved,2023-10-15 6:24:00,2023-08-09 6:24:00,Fred Luddy,INC000001070,system,Australia,Fred Luddy,Bud Richman,2023-10-15 6:24:00,Email server downtime reported,Network,1 - Critical,2,FALSE
Hardware,Resolved,2023-10-15 6:54:00,2023-08-09 6:54:00,Beth Anglin,INC000001071,employee,Australia,Luke Wilson,David Loo,2023-10-15 6:54:00,Email system down for multiple users,Service Desk,1 - Critical,2,FALSE
Hardware,Resolved,2023-10-16 8:39:00,2023-08-10 1:27:00,Beth Anglin,INC000001072,employee,Australia,Fred Luddy,David Loo,2023-10-16 8:39:00,Email system down for multiple users,Service Desk,1 - Critical,2,FALSE
Hardware,Closed,2023-10-16 18:30:00,2023-08-10 11:18:00,Howard Johnson,INC000001073,system,Australia,Luke Wilson,ITIL User,2023-10-16 18:30:00,Email system latency issues affecting multiple users,Service Desk,2 - High,2,FALSE
Hardware,Resolved,2023-10-16 19:46:00,2023-08-10 12:34:00,Fred Luddy,INC000001074,system,United States,Charlie Whitherspoon,Bud Richman,2023-10-16 19:46:00,Cannot access email on phone,Service Desk,2 - High,2,FALSE
Hardware,Closed,2023-10-17 15:06:00,2023-08-11 0:42:00,Beth Anglin,INC000001075,admin,Australia,Howard Johnson,Don Goodliffe,2023-10-17 15:06:00,Email system outage affecting entire floor,Network,1 - Critical,2,FALSE
Hardware,Closed,2023-10-17 21:31:00,2023-08-11 7:07:00,Fred Luddy,INC000001076,system,Australia,Luke Wilson,ITIL User,2023-10-17 21:31:00,Email system latency issues affecting department,Service Desk,2 - High,1,FALSE
Hardware,Closed,2023-10-18 2:24:00,2023-08-11 12:00:00,Beth Anglin,INC000001077,admin,Australia,Charlie Whitherspoon,Bud Richman,2023-10-18 2:24:00,Email system downtime impacting entire team,Service Desk,1 - Critical,1,FALSE
Hardware,Resolved,2023-10-18 9:12:00,2023-08-11 18:48:00,Fred Luddy,INC000001078,admin,Australia,Luke Wilson,Bud Richman,2023-10-18 9:12:00,Email system outage impacting entire department,Service Desk,1 - Critical,1,FALSE
Hardware,Closed,2023-10-18 9:44:00,2023-08-11 19:20:00,Fred Luddy,INC000001079,admin,Australia,Charlie Whitherspoon,Don Goodliffe,2023-10-18 9:44:00,Email server downtime impacting users,Network,2 - High,1,FALSE
Network,Closed,2023-08-26 10:12:22,2023-08-12 9:10:00,Charlie Whitherspoon,INC000001080,employee,UK,Charlie Whitherspoon,David Loo,2023-08-26 10:12:22,Email server not responding,Network,1 - Critical,1,FALSE
Hardware,Resolved,2023-10-19 19:24:00,2023-08-12 21:48:00,Beth Anglin,INC000001081,system,Australia,Howard Johnson,Don Goodliffe,2023-10-19 19:24:00,Email system outage affecting entire floor,Service Desk,1 - Critical,1,FALSE
Hardware,Resolved,2023-10-20 7:44:00,2023-08-13 2:56:00,Howard Johnson,INC000001082,employee,UK,Howard Johnson,Don Goodliffe,2023-10-20 7:44:00,Email system outage impacting entire office,Service Desk,1 - Critical,3,FALSE
Hardware,Resolved,2023-10-20 17:39:00,2023-08-13 12:51:00,Charlie Whitherspoon,INC000001083,admin,United States,Charlie Whitherspoon,Bud Richman,2023-10-20 17:39:00,Email service disruption reported,Service Desk,2 - High,1,FALSE
Hardware,Resolved,2023-10-20 21:39:00,2023-08-13 16:51:00,Luke Wilson,INC000001084,system,Australia,Luke Wilson,Bud Richman,2023-10-20 21:39:00,Email system downtime impacting operations,Service Desk,2 - High,1,FALSE
Hardware,Resolved,2023-10-21 3:36:00,2023-08-13 22:48:00,Fred Luddy,INC000001085,employee,Australia,Beth Anglin,ITIL User,2023-10-21 3:36:00,Email server outage,Network,1 - Critical,1,FALSE
Hardware,Resolved,2023-10-21 4:41:00,2023-08-13 23:53:00,Howard Johnson,INC000001086,system,Australia,Fred Luddy,ITIL User,2023-10-21 4:41:00,Email system outage affecting entire floor,Service Desk,1 - Critical,1,FALSE
Hardware,Resolved,2023-10-21 12:47:00,2023-08-14 0:47:00,Charlie Whitherspoon,INC000001087,employee,Australia,Luke Wilson,Bud Richman,2023-10-21 12:47:00,Email system down for entire department,Service Desk,1 - Critical,1,FALSE
Hardware,Resolved,2023-10-22 11:37:00,2023-08-14 23:37:00,Luke Wilson,INC000001088,system,Australia,Fred Luddy,Don Goodliffe,2023-10-22 11:37:00,Unable to connect to VPN,Network,2 - High,4,FALSE
Hardware,Closed,2023-10-22 21:53:00,2023-08-15 2:41:00,Howard Johnson,INC000001089,system,Australia,Charlie Whitherspoon,Don Goodliffe,2023-10-22 21:53:00,Email system outage reported by multiple users,Service Desk,1 - Critical,1,FALSE
Hardware,Closed,2023-10-23 1:48:00,2023-08-15 6:36:00,Fred Luddy,INC000001090,system,United States,Charlie Whitherspoon,ITIL User,2023-10-23 1:48:00,Email system downtime affecting multiple departments,Service Desk,1 - Critical,1,FALSE
Hardware,Resolved,2023-10-23 16:33:00,2023-08-15 21:21:00,Charlie Whitherspoon,INC000001091,employee,Australia,Charlie Whitherspoon,Don Goodliffe,2023-10-23 16:33:00,Email system down for multiple users,Service Desk,1 - Critical,1,FALSE
Hardware,Resolved,2023-10-23 18:32:00,2023-08-15 23:20:00,Charlie Whitherspoon,INC000001092,system,Australia,Howard Johnson,Don Goodliffe,2023-10-23 18:32:00,Email system downtime,Service Desk,2 - High,1,FALSE
Network,Closed,2023-09-05 18:31:07,2023-08-16 7:58:00,Beth Anglin,INC000001093,admin,Australia,Howard Johnson,ITIL User,2023-09-05 18:31:07,Email server outage reported by multiple users,Network,1 - Critical,5,FALSE
Hardware,Closed,2023-10-24 13:50:00,2023-08-16 11:26:00,Fred Luddy,INC000001094,admin,Australia,Fred Luddy,Bud Richman,2023-10-24 13:50:00,Email system downtime impacting team communication,Service Desk,2 - High,1,FALSE
Network,Resolved,2023-08-21 19:37:38,2023-08-16 11:57:00,Beth Anglin,INC000001095,system,India,Luke Wilson,Don Goodliffe,2023-08-21 19:37:38,Email system not responding,Service Desk,1 - Critical,1,FALSE
Hardware,Resolved,2023-10-25 20:55:00,2023-08-17 11:19:00,Howard Johnson,INC000001096,employee,Australia,Howard Johnson,David Loo,2023-10-25 20:55:00,Email service disruption,Service Desk,2 - High,1,FALSE
Software,Resolved,2023-08-18 19:35:18,2023-08-17 18:50:00,Howard Johnson,INC000001097,system,Australia,Fred Luddy,ITIL User,2023-08-18 19:35:18,Email system down for multiple users,Service Desk,1 - Critical,1,FALSE
Database,Closed,2023-08-30 7:20:47,2023-08-17 19:53:00,Luke Wilson,INC000001098,admin,India,Howard Johnson,ITIL User,2023-08-30 7:20:47,Email server outage impacting multiple users,Network,1 - Critical,1,FALSE
Hardware,Closed,2023-10-26 6:04:00,2023-08-17 20:28:00,Howard Johnson,INC000001099,system,Australia,Fred Luddy,Don Goodliffe,2023-11-22 14:54:18,Email system is not responding,Service Desk,2 - High,1,FALSE
,Closed,2024-05-15 12:52:03,2024-02-15 16:47:08,Charlie Whitherspoon,INC0000044,admin,,Fred Luddy,Joe Employee,2023-11-19 8:35:27,Can't log into SAP from my laptop today,Service Desk,2 - High,1,FALSE
Inquiry / Help,Closed,2023-11-22 14:54:18,2023-11-02 12:42:00,Beth Anglin,INC0010003,admin,,Fred Luddy,Abel Tuter,2023-11-07 4:08:47,Unable to search user,Service Desk,4 - Low,6,FALSE
Inquiry / Help,Closed,2023-11-19 8:35:27,2023-11-03 9:56:00,Luke Wilson,INC0007002,admin,,Luke Wilson,David Miller,2023-11-06 18:24:10,Need access to the common drive.,Service Desk,4 - Low,7,FALSE
Inquiry / Help,Closed,2024-01-20 12:12:41,2024-01-07 21:25:00,Fred Luddy,INC0000055,admin,,Beth Anglin,Carol Coughlin,2024-01-19 7:24:42,SAP Sales app is not accessible,Service Desk,1 - Critical,0,TRUE
